,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,name,author,place,info,genre,receipt,valid,style1,style2
351,351,580,583,583,Портрет князя Александра Михайловича Голицына. 1772					,Левицкий Дмитрий Григорьевич,5,"Князь Александр Михайлович Голицын (1723–1807) – сын генерал-адмирала М.М. Голицына от брака с Т.К. Нарышкиной. С девятнадцати лет он начал дипломатическую службу сначала в посольстве в Голландии, а затем был послом в Лондоне. В России князь содействовал вступлению на престол Екатерины II. Во время ее царствования он занимал высокие государственные посты: вице-канцлера, сенатора, обер-камергера, был кавалером орденов Святого Александра Невского, Святого апостола Андрея Первозванного. В конце 1770-х князь удалился от службы и поселился в Москве. Он много занимался благотворительностью: был почетным опекуном Московского Воспитательного дома, построил Голицынскую больницу. Знаток живописи, А.М. Голицын собрал галерею произведений искусств, которую распродали после его смерти на аукционе. Портрет А.М. Голицына работы Д.Г. Левицкого – пример парадного портрета эпохи Просвещения. Князь изображен в обстановке рабочего кабинета, в парадном мундире с орденом и орденской лентой. Жестом руки он указывает на деловые бумаги на столе. Тут же – скульптурный бюст императрицы Екатерины II.",,Приобр. Советом галереи в 1902 у гр. Т.В.Олсуфьевой,True,Классицизм,
352,352,581,584,584,Портрет князя Алексея Алексеевича Долгорукого. 1811					,Боровиковский Владимир Лукич,7,"Портрет князя Алексея Алексеевича Долгорукого (1775–1834) является парным к портрету княгини М.И. Долгорукой. Он интересен, прежде всего, как характерный пример позднего творчества Боровиковского. Начав карьеру с военной службы, князь Долгорукий оставил ее в 1803. В этот период его деятельность во многом была связана с Мальтийским орденом. В самом конце XVIII века князь носил звание командора, а затем был назначен прокурором в капитул Ордена. С 1808 Долгорукий успешно исполнял обязанности губернатора Симбирска. Во время войны с Наполеоном князь командовал Симбирским ополчением. В 1815 его назначили губернатором Москвы. В последующие годы служебная деятельность князя Долгорукого отличалась многообразием: он был сенатором (1817) и членом Государственного совета (1829), выполнял обязанности министра юстиции (1827–1829). Боровиковский запечатлел князя Долгорукого в мундире симбирского губернатора с орденами Святого Иоанна Иерусалимского и Святой Анны I степени.",портрет,Пост. в 1928 из Гос. театрального музея им. А.А.Бахрушина,True,Ориентализм,
353,353,584,587,587,Портрет князя Ивана Ивановича Барятинского. 1800					,Виже-Лебрен Мария Луиза Элизабет,7,,,Пост. в 1920 из ГМФ,True,,
354,354,585,588,588,Портрет князя Ивана Ивановича Барятинского в юности. Начало 1780-х					,Рокотов Федор Степанович,3,,портрет,Пост. в 1920 из НМФ,True,,
355,355,587,590,590,Портрет князя Михаила Андреевича Оболенского,Брюллов (до 1822 – Брюлло) Карл Павлович,9,,портрет,Пост. в 1927 из ГМФ,True,Романтизм,Классицизм
356,356,588,591,591,Портрет князя Федора Николаевича Голицына в детстве. 1760					,Вишняков Иван Яковлевич,1,"Юный герой портрета – девятилетний князь Федор Николаевич Голицын (1751–1827) – изображен художником в мундире елизаветинского конногвардейца. В дальнейшем Ф.Н.Голицын станет одним из самых блестящих представителей своей эпохи. Гвардеец, придворный, дипломат, кавалер многих орденов, великолепно образованный, свободно владеющий многими европейскими языками, переводчик французских классиков, издатель сочинений Г.Р.Державина, корреспондент историка и писателя Н.М.Карамзина, дипломата и поэта А.С.Грибоедова. В этом позднем произведении Вишнякова заметно усиливаются архаические черты. Статичная, фронтально стоящая фигура будто распластана по холсту, ее объем почти не ощущается. Яркие локальные цветовые пятна напоминают колорит средневековых икон. Однако лицо модели удивительно живое, типично детское. Перед нами одно из самых интересных детских изображений в русском искусстве XVIII века.",,Приобр. в 1951 у Е.П.Голицыной,True,,
357,357,590,593,593,Портрет композитора Н.А.Римского-Корсакова (1844-1908),Серов Валентин Александрович,42,,портрет,Приобр. П.М.Третьяковым в 1898 у автора.,True,Импрессионизм,Модернизм
358,358,591,594,594,Портрет Константина Георгиевича Равича,Тропинин Василий Андреевич,13,"Равич Константин Георгиевич (Егорович) был чиновником Московской межевой канцелярии. Судьба Равича сложилась несчастливо. Заядлый картежник, он был обвинен в смерти одного из игроков, с которым случился удар после крупного проигрыша. Равич семь лет находился под следствием и содержался в тюрьме. Вина не была доказана, однако он был выслан в Сибирь ""по подозрению"". Портрет написан в год переезда Тропинина в Москву, где художник стал ведущим портретистом. Равич изображен в домашнем халате, его прическа в беспорядке, галстук распущен. Сочетание цветов в одежде нарочито яркое. Герой изображен в часы досуга и представлен как человек, живущий в собственное удовольствие. Досуг же, со слов Цицерона, есть непременное условие для занятий философией. Иными словами герой не чужд вольномыслия. По сравнению с персонажами О.А.Кипренского герой Тропинина выглядит простоватым, но более раскованным. Он – типичный московский житель",портрет,Приобр. П.М.Третьяковым,True,Романтизм,
359,359,594,597,597,Портрет Л.Н.Андреева. 1904					,Репин Илья Ефимович,30,,портрет,"Пост в 1933 из собрания И.У.Матвеева, Москва",True,Реализм,
360,360,599,602,602,Портрет М.А. Кикиной,Брюллов (до 1822 – Брюлло) Карл Павлович,9,"Кикина Мария Ардальоновна (1787-1820-е), урожденная Торсукова, жена П.А.Кикина",портрет,Пост. в 1920 из ГМФ,True,Романтизм,Классицизм
361,361,600,603,603,Портрет М.А.Бек с дочерью,Брюллов (до 1822 – Брюлло) Карл Павлович,9,"Известная петербургская красавица эпохи А.С.Пушкина и М.Ю.Лермонтова, которому она приходилась близкой родственницей, двадцатилетняя Мария Аркадьевна Бек (1819–1889), дочь сенатора А.А.Столыпина, спокойно и непринужденно позирует Брюллову. Художник не раз писал подобные портреты, демонстрируя блистательное мастерство в передаче материальности любой детали произведения. И синее бархатное платье, и отороченный мехом атласный палантин, и мрамор декоративной вазы, и плотный ворс ковра, и блестящий шелк обивки кресла – все является демонстрацией владения художником тайн ремесла. Возможно, этот портрет так и остался бы еще одной удачей в списке брюлловских парадных портретов, если бы не сама модель. За холодной маской светской дамы прячется натура тонкая, чувствительная, поэтичная. Овдовев в 22 года, она позднее вышла вторично замуж за Павла Вяземского, сына замечательного русского поэта Петра Вяземского. Петр Андреевич, описывая это событие в письме к В.А.Жуковскому, отмечает, что его невестка ""<…> красавица, лицом и душой благонравная, благочестивая, воспитанная в семействе деда своего, графа Мордвинова <…>"". Портрет украшал дом Вяземских, а позднее и дом дочери Марии Аркадьевны от первого брака – Марии Ивановны Бек (1839–1866), в замужестве графини Ламсдорф, в имении Ашитково Московской губернии. После трагических событий октября 1917 года он был изъят и передан в Национальный музейный фонд, а из него в 1920 году – в Третьяковскую галерею",портрет,Пост. в 1920 из ГМФ,True,Романтизм,Классицизм
362,362,601,604,604,Портрет М.Н.Ермоловой,Серов Валентин Александрович,42,"Мария Николаевна Ермолова (1853–1928), выдающаяся драматическая актриса Малого театра, ею созданы яркие трагические образы Жанны д’Арк, Марии Стюарт, леди Макбет, а также героинь произведений А.Н.Островского, Г.Ибсена и других авторов. Портрет написан к 35-летнему юбилею артистической деятельности Ермоловой, отсюда монументальное звучание образа. Художнику удалось воплотить исполненный сурового величия идеал героического артистизма. Аскетизм формы подчеркивается скупостью колорита и строгой архитектоникой композиции, где фигура актрисы подобна колонне. Это ощущение усиливает двойная точка зрения – сверху и снизу, усложненная отражением в зеркале на задней стене. Одухотворенное лицо модели исполнено пророческого величия. Портретные черты соединяются с мифологизацией образа. Ермолова подобна жрице в храме искусств",портрет,Пост.в 1935 из Гос.Малого театра.,True,Импрессионизм,Модернизм
363,363,602,605,605,Портрет М.П.Погодина (1800-1875). 1872					,Перов Василий Григорьевич,17,,портрет,Исполнен по заказу П.М. Третьякова,True,Реализм,
364,364,604,607,607,Портрет Марии Алексеевны Дьяковой. 1778					,Левицкий Дмитрий Григорьевич,5,"В портрете Марии Алексеевны Дьяковой (1755–1807), дочери обер-прокурора Сената А.А.Дьякова, воплотился эстетический идеал эпохи Просвещения. Цветовое решение портрета строится на тонкой гармонии теплых оливковых и розоватых тонов, разработанных в бесчисленном разнообразии оттенков. Виртуозно передана фактура материалов – воздушного шарфика, легко обвивающего шею, атласной ленты в пышных волосах. Живопись портрета, колорит, динамичный разворот фигуры в пространстве говорили просвещенному зрителю о прекрасном душевном мире героини, о тонкости и изяществе ее натуры. М.А.Дьякова, впоследствии жена друга Левицкого архитектора Н.А.Львова, была богато одаренной артистической натурой. Она писала стихи, прекрасно пела, особенно народные русские песни.",,Пост. в 1925 из Румянцевского музея,True,Классицизм,
365,365,605,608,608,Портрет Марии Аркадьевны Бек. 1839					,Орлов Пимен Никитич,15,,портрет,Пост. в 1921из ГМФ,True,Академизм,
366,366,606,609,609,Портрет Марии Ивановны Алексеевой. 1837-1840					,Брюллов (до 1822 – Брюлло) Карл Павлович,9,,портрет,Приобр. в 1977 у Е.К.Михайлова,True,Романтизм,Классицизм
367,367,607,610,610,Портрет Марии Ивановны Лопухиной. 1797					,Боровиковский Владимир Лукич,7,"В портрете Марии Ивановны Лопухиной (1779–1803), урожденной графини Толстой, сформулирован эстетический идеал сентиментализма. Художника особенно привлекают нюансы в состоянии человека, жизнь его души. Элегическая мечтательность, томная нежность пронизывают всю художественную ткань произведения. Неясные, размытые контуры, сложные градации холодноватого колорита, переливающегося голубыми, сиреневыми, зеленоватыми, серебристыми оттенками, объединяют фигуру и пейзаж в единый гармоничный, музыкальный образ. Яркой голубизне васильков, цветущих во ржи, вторит насыщенный тон пояса героини, золотистые колосья перекликаются по цвету с цепочкой, украшающей руку Лопухиной, розовато-сиреневый шарф «соседствует» с поникшими розами. Васильки, колосья ржи, склонившиеся ветви олицетворяют образ сельского пейзажа, которому соответствуют изысканно простое одеяние героини, мягкое, задумчивое выражение ее лица. Человек эпохи сентиментализма стремится слиться с естественной природой, ощутить себя частью живой натуры.",портрет,Приобретено П.М. Третьяковым между 1885 и 1890 у В.С. и П.Ф. Перфиловых,True,Ориентализм,
368,368,609,612,612,Портрет Марии Ивановны Третьяковой. Около 1860					,Неврев Николай Васильевич,16,,портрет,Дар П.М.Третьякова в 1895,True,Реализм,
369,369,610,613,613,Портрет Марии Матвеевны Философовой,Венецианов Алексей Гаврилович,14,"Мария Матвеевна Философова (1789–1840), урожденная Рокотова – вторая жена Д.Н.Философова, владельца имения Богдановское Псковской губернии. Герои Венецианова – это, как правило, обыкновенные, ничем не примечательные люди. Поэтому в его портретах нет ни ярких характеристик Тропинина, ни сильных чувств и эмоций Кипренского. В ""Портрете М.М.Философовой"" художник стремится к максимальной объективности. Здесь нет той человеческой теплоты, которая так подкупала, например, в портрете А.А.Венециановой. Это с холодным рассудком выполненная штудия, где натура анализируется просто, лаконично и точно. Живопись становится более заглаженной, моделировка формы более четкой. Такая реабилитация жизненной прозы сближает Венецианова с некоторыми его европейскими современниками, представителями так называемого бидермайера. Слева на фоне, над плечом, подпись: ""Венецiановъ въ Мартъ 1828 году Симъ оставляетъ свою портретную живопись"". Тем  не менее слова художника не означают, что он больше не брался за портреты, этот жанр лишь отходит на второй план",портрет,Пост. в 1918 из собр. З.В.Ратьковой-Рожновой,True,Романтизм,
370,370,612,615,615,Портрет Марфы (Марии) Дмитриевны Дуниной. 1799					,Боровиковский Владимир Лукич,7,,портрет,Приобр. Советом галереи в 1909 у Г.С.Строганова,True,Ориентализм,
371,371,615,618,618,Портрет Михаила Матвеевича Черкасова,Кипренский Орест Адамович,8,"За скромными каталожными данными о Михаиле Матвеевиче Черкасове (1893–?) таится судьба, полная сложностей и их преодоления. Он был крепостным крестьянином графов Шереметевых, но явные способности к ""художества"" заставили хозяев отправить его на учебу в Императорскую академию художеств, которую окончил в 1815 по классу миниатюры. В том же году произошло еще одно значительное событие в жизни молодого человека: он получил вольную. До конца своих дней заведовал обширной библиотекой в доме Д.Н.Шереметева. На портрете – ему немногим за тридцать",портрет,Приобр. в 1944 у П.С.Шереметева,True,Романтизм,Академизм
372,372,616,619,619,Портрет Михаила Петровича Ждановича. Конец 1840-х					,Федотов Павел Андреевич,15,,портрет,Пост. в 1917  из собр. В.О.Гиршмана,True,,
373,373,619,622,622,Портрет Муртазы-Кули-Хана. 1796					,Боровиковский Владимир Лукич,7,"Муртаза-Кули-хан, парадный портрет которого был исполнен Боровиковским по заказу Екатерины II, был братом персидского шаха Ага-Магомета. Спасаясь от преследований брата, он был вынужден приехать в Петербург, где был благосклонно встречен императрицей. Муртаза-Кули–хан прожил в российской столице около года. Портрет Муртазы-Кули-хана полностью укладывается в традиционную схему парадного портрета. Однако необычность, даже некоторая экзотичность самой модели выводит портрет за рамки привычного для искусства XVIII века репрезентативного изображения высокопоставленной персоны. Тонкое «восточное» лицо обладает ярко выраженной индивидуальностью. В нем присутствуют и грусть, и меланхолия, и загадочность – богатая гамма чувств, к отражению которой так стремились художники эпохи сентиментализма. Гористый пейзаж, на фоне которого изображен герой, тематически связан с фигурой.",портрет,Приобр. П.М.Третьяковым в 1881 (через посредство Д.В.Григоровича),True,Ориентализм,
374,374,621,624,624,Портрет Надежды Ивановны Забелы-Врубель,Врубель Михаил Александрович,32,"На портрете представлена Надежда Ивановна Забела-Врубель (1868-1913), жена художника, певица, прототип многих женских образов Врубеля. На портрете она представлена в платье ампир, созданном по эскизу Врубеля. Особенно примечательна шляпа, напоминающая  любимый цветок художника - белый ирис. Модель ярко освещена. Портрет написан в светлой  цветовой гамме с использованием розово-сиреневых оттенков и желто-зеленых (резеды). В живописной манере Врубеля ощущается редко встречающееся у него влияние импрессионизма. Фон написан дробными мазками, передающими мерцающий поток световоздушной среды. Несмотря на солнечный колорит портрета, мягкую улыбку на лице модели, облик ее полон таинственности и неуловимых превращений, что вносит характерную для Врубеля мистическую ноту",портрет,"Приобр. Советом галереи в 1913 у А.А.Врубель, сестры художника",True,Символизм,Модернизм
375,375,622,625,625,Портрет Натальи Акимовны Грибовской. 1795					,Аргунов Николай Иванович,7,,портрет,"Пост. в 1964 из собр. Н.А.Герасимова, Москва",True,,
376,376,623,626,626,Портрет неизвестного. 1757					,Рокотов Федор Степанович,3,,,Приобр. в 1923 у С.С.Рябова,True,,
377,377,628,631,631,Портрет неизвестного в треуголке. Начало 1770-х					,Рокотов Федор Степанович,3,"Данный портрет – одно из самых загадочных произведений Ф.С.Рокотова. Существуют две версии, содержащие предположения о личности героя. Согласно одной из них перед нами портрет графа А.Г.Бобринского, сына Екатерины II и ее фаворита Г.Г.Орлова. Другая точка зрения основана на данных рентгенограммы, показавшей, что произведение написано поверх изображения молодой женщины, лицо которой полностью сохранено в поздней живописи и без изменений вошло в портрет «неизвестного». Художник переделал лишь позу и костюм. Маскарадный мужской костюм еще более нивелирует изображенную личность. По-видимому, на портрете изображена женщина, вероятнее всего О.С.Балбекова, первая жена Н.Е.Струйского. Колорит портрета построен на тончайшей игре оттенков коричневого и черного цветов, пронизанных золотистым светом и оживленных яркими серебряными бликами.",портрет,Пост. в 1930 из Гос. Исторического музея,True,,
378,378,630,633,633,Портрет неизвестного из семьи Салтыковых,Левицкий Дмитрий Григорьевич,5,"Вечной загадкой для исследователя остаются изображения неизвестных. Когда-то эти люди имели фамилию, звание, семью. Но превратности судьбы, когда имущество старинных имений национализировалось, заставили портреты поменять владельцев и имена изображенных были забыты. Порой художник писал ""Портрет неизвестного"", когда в модели его что-то привлекло, но дружеского общения не произошло, и произведение потеряло название. В иной раз ""неизвестным"" или ""неизвестной"" автор назвал портрет, несущий черты психологического или социального обобщения (например, ""Неизвестная"" И.Н.Крамского). В 1780-е, период расцвета своего творчества, Д.Г.Левицкий написал ""Портрет неизвестного из семьи Салтыковых"". Красивый молодой человек непринужденно позирует в домашней одежде. Сочетание различных тканей (синего атласа, белого шелка и прозрачных кружев) создает сдержанный и вместе с тем нарядный ансамбль. В начале ХХ века в литературе появилось предположение, что на портрете изображен А.Ф.Лабзин, вице-президент Академии художеств, известный в свое время мистик и писатель. И хотя подобное мнение было подтверждено во второй половине ХХ века, портрет до сих пор не приобрел своего имени.",портрет,Приобр. в 1935 у Е.В.Ляпуновой,True,Классицизм,
379,379,635,638,638,Портрет неизвестной в белом чепце. 1772					,Сердюков Григорий,3,,портрет,Пост. в 1927 из ГМФ,True,,
380,380,636,639,639,Портрет неизвестной в желтой шали. 1800					,Боровиковский Владимир Лукич,7,,портрет,Приобр. П.М.Третьяковым (до 1861),True,Ориентализм,
381,381,638,641,641,Портрет неизвестной в розовом платье. 1770-е					,Рокотов Федор Степанович,3,"Женская фигура в портрете кажется почти бесплотной. Неярким светом освещено лицо и фигура с одной стороны. Контуры другой почти растворены в сумрачной глубине фона. Изысканная цветовая гамма построена на бесчисленном разнообразии оттенков розового цвета с причудливой игрой полутонов. Сложная, богато разработанная тональная живопись звучит в унисон внутренним, душевным движениям изображенной. Тончайшие градации цвета воспринимаются как намек на потаенную, сокрытую от чужих глаз, богатую духовную жизнь героини.",портрет,Пост. в 1917 из собр. Е.П.Носовой,True,,
382,382,639,642,642,Портрет неизвестной в русском костюме. 1784					,Аргунов Иван Петрович,4,"Портрет создан под влиянием распространившегося в русском искусстве стиля классицизм и нарождающегося сентиментализма. Оба стилистических направления оказали влияние на художественное решение произведения. Прекрасный, возвышенный женский образ преисполнен достоинства, особой гармонии внутреннего мира. Спокойное, ясное, с легкой улыбкой лицо героини, плавный силуэт ее фигуры, устойчивая, уравновешенная композиция портрета, локальный колорит – во всем видны классицистические черты. Изображение молодой женщины, настроение, с которым она написана, отражают характерный для сентиментализма интерес к крестьянству, живущему «естественной» жизнью на лоне природы, вдали от городской суеты. Одежда модели этнографически точно воспроизводит праздничный крестьянский женский костюм Московской губернии. Существует предположение, что на портрете изображена актриса крепостного театра графов Шереметевых певица Анна Изумрудова-Буянова.",портрет,Пост. в 1925 из Гос. Исторического музея,True,,
383,383,640,643,643,Портрет неизвестной в синем платье. 1799					,Истомин Василий,7,,,"Приобр. Советом галереи в 1906 у А.И.Сидорова, Петербург",True,,
384,384,643,646,646,Портрет неизвестной с девочкой,Басин Петр Васильевич,8,,портрет,приобретен у П.И.Петровичева в 1929.,True,,
385,385,647,650,650,Портрет Никиты Петровича Панина в детстве. 1779					,Соколов Петр Иванович,6,"Портрет графа Никиты Петровича Панина воспроизводит распространенную в европейском искусстве схему «охотничьего» портрета, где герой представлен в неофициальной обстановке, среди естественной природы, в окружении охотничьих трофеев, облаченный в костюм, скрывающий его социальный статус. Герой портрета – личность незаурядная, сыгравшая заметную роль в отечественной истории. Он начал свою службу при наследнике престола Павле Петровиче, а после его воцарения стал членом Коллегии иностранных дел, затем посланником в Пруссии и, наконец, вице-канцлером. Однако вскоре Панин был отставлен от должности и выслан из столицы. Сын Павла, император Александр I, вернул опального графа и вновь назначил его на прежнюю должность. В первые месяцы правления Александра Панин фактически руководил внешней политикой России. Но его деятельность продолжалась недолго. Уже в 1801 он был окончательно отправлен в отставку. Помимо политики Панин серьезно занимался музыкой и сочинил две оперы – «Горбун» и «Модная лавка». Отличала Панина и его повышенная склонность к мистицизму.",,Пост. в 1929 из Музея иконописи и живописи им. И.С.Остроухова,True,,
386,386,648,651,651,Портрет Никифора Артемьевича Сеземова. 1770					,Левицкий Дмитрий Григорьевич,5,"Портрет Никифора Артемьевича Сеземова – часть так называемой Опекунской серии, изображающей наиболее щедрых жертвователей и благотворителей Московского Воспитательного дома. Герой портрета – крепостной графа П.Б. Шереметева, богатый откупщик, наживший свое состояние умелыми торговыми оборотами и участием в винных откупах. Сеземов имел даже собственных крепостных, записанных на имя графа. Для изображения простолюдина, мужика Левицкий использует форму парадного портрета. Это откладывает свой отпечаток на художественное решение произведения. Сеземов лишен естественности и легкости в позировании, его фигура, поза и жесты скованны и напряжены. Колорит портрета темный и тусклый, отсутствуют традиционные атрибуты, прославляющие героя: пышная одежда, парадный интерьер. Но при этом художник вводит характерный для парадного портрета жест, которым Сеземов указывает на лист бумаги с изображением Воспитательного дома и лежащего младенца, демонстрируя тем самым свою причастность к благотворительной деятельности.",,Пост. в 1925 из Румянцевского музея,True,Классицизм,
387,387,649,652,652,Портрет Николая Александровича Львова. 1789					,Левицкий Дмитрий Григорьевич,5,"Портрет архитектора, поэта и музыканта Николая Александровича Львова (1751–1803) скромен и в то же время благороден по своему художественному решению. Не отвлекаясь на детали, автор представляет зрителю блестящего представителя русского Просвещения. Уравновешенная композиция, сдержанный колорит, свет, выделяющий лицо модели, воссоздают облик незаурядного человека – энергичного, образованного, щедро наделенного разнообразными талантами, обладающего чувством собственного достоинства, внутренне свободного и независимого, того, о которых писал граф А.Р.Воронцов: «Я всегда был того мнения, что люди имеют собственную их достоинствам внутреннюю цену, которой не в состоянии отнять у них никакой деспот». Поэт, переводчик, архитектор, график, музыкант, ботаник, инженер-изобретатель и собиратель русских народных песен – далеко не полный перечень талантов Н.А.Львова. Представитель духовной элиты своего времени, он был близким другом поэтов Г.Р.Державина, В.В.Капниста, и И.И.Хемницера, художников Д.Г.Левицкого и В.Л.Боровиковского. Львов был женат на М.А.Дьяковой. Львов получил образование в полковой школе лейб-гвардии Измайловского полка, был членом Российской Академии и почетным членом Императорской Академии художеств, директором Российских каменноугольных приисков и Училища землебитных строений. Он являлся крупным архитектором XVIII века, представителем стиля классицизм. По его проектам возведены здание Почтамта в Петербурге, Борисоглебский собор в Торжке, усадьбы в Новоторжковском уезде. Львов изобрел оригинальный способ строительства домов из прессованной земли (землебитное строительство). По этому методу было построено здание Приората Мальтийского ордена в Гатчине, сохранившееся до сих пор.",портрет,Пост. в 1925 из Румянцевского музея,True,Классицизм,
388,388,650,653,653,Портрет Николая Еремеевича Струйского. 1772					,Рокотов Федор Степанович,3,"Николай Еремеевич Струйский (1749–1796) – одна из самых причудливых и странных личностей XVIII столетия. Первую половину своей жизни он служил в Преображенском полку. Выйдя в отставку в чине прапорщика, он удалился в свое богатое имение Рузаевка в Пензенской губернии, где завел образцовую типографию. Книги, которые выходили из этой типографии, отличались особой изысканностью и изяществом оформления, причем печатались там в основном сочинения самого Струйского. Большинство этих произведений были посвящены Екатерине II. Николай Еремеевич был восторженным почитателем Рокотова, многие портреты которого были написаны непосредственно в Рузаевке. Друг Струйского, князь И.М.Долгорукий писал о нем: ""Исступления подобного, когда о стихах говорили, я не видывал. Все обращение его, впрочем, было дико, одевание странно… До стихотворного пристрастия был наклонен к юридическим упражнениям, делал сам людям своим допросы, судил их, говорил за них и против"". На портрете Рокотова Струйский изображен в мундире офицера гвардейской пехоты.",,Пост. в 1925 из Гос. Исторического музея,True,,
